id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect
1,A2,5,abkuerzungen,section_title,Abkürzung,die,-en,Noun,,
2,A2,5,abkuerzungen,main,ca.,,,Other,,
3,A2,5,abkuerzungen,main,d.h.,,,Other,,
4,A2,5,abkuerzungen,main,ICE,,,Other,,
5,A2,5,abkuerzungen,main,Lkw,der,-s,Noun,,
6,A2,5,abkuerzungen,main,PC,der,-s,Noun,,
7,A2,5,abkuerzungen,main,SMS,die,,Noun,,
8,A2,5,abkuerzungen,main,usw.,,,Other,,
9,A2,5,abkuerzungen,main,WC,das,-s,Noun,,
10,A2,5,abkuerzungen,main,z.B.,,,Other,,
11,A2,5,anweisungssprache,section_title,Anweisungssprache,die,,Noun,,
12,A2,5,anweisungssprache,main,Antwortbogen,der,-,Noun,,
13,A2,5,anweisungssprache,main,Aufgabe,die,-n,Noun,,
14,A2,5,anweisungssprache,main,Beispiel,das,-e,Noun,,
15,A2,5,anweisungssprache,main,Durchsage,die,-n,Noun,,
16,A2,5,anweisungssprache,main,Lösung,die,-en,Noun,,
17,A2,5,anweisungssprache,main,markieren,,,Verb,,
18,A2,5,anweisungssprache,main,Prüfer,der,-,Noun,,
19,A2,5,anweisungssprache,sub,Prüferin,die,-nen,Noun,,
20,A2,5,anweisungssprache,main,Prüfung,die,-en,Noun,,
21,A2,5,anweisungssprache,main,Punkt,der,-e,Noun,,
22,A2,5,anweisungssprache,main,Teil,der,-e,Noun,,
23,A2,5,anweisungssprache,main,Test,der,-s,Noun,,
24,A2,5,anweisungssprache,main,Text,der,-e,Noun,,
25,A2,5,anweisungssprache,main,Wörterbuch,das,¨-er,Noun,,
26,A2,5,berufe,section_title,Beruf,der,-e,Noun,,
27,A2,5,berufe,main,Angestellte,der/die,-n,Noun,,
28,A2,5,berufe,main,Arzt,der,¨-e,Noun,,
29,A2,5,berufe,sub,Ärztin,die,-nen,Noun,,
30,A2,5,berufe,main,Auszubildende,der/die,-n,Noun,,
31,A2,5,berufe,main,Autor,der,-en,Noun,,
32,A2,5,berufe,sub,Autorin,die,-nen,Noun,,
33,A2,5,berufe,main,Babysitter,der,-,Noun,,
34,A2,5,berufe,main,Bäcker,der,-,Noun,,
35,A2,5,berufe,sub,Bäckerin,die,-nen,Noun,,
36,A2,5,berufe,main,Doktor,der,-en,Noun,,
37,A2,5,berufe,sub,Doktorin,die,-nen,Noun,,
38,A2,5,berufe,main,Fahrer,der,-,Noun,,
39,A2,5,berufe,sub,Fahrerin,die,-nen,Noun,,
40,A2,5,berufe,main,Friseur,der,-e,Noun,,
41,A2,5,berufe,sub,Friseurin,die,-nen,Noun,,
42,A2,5,berufe,main,Handwerker,der,-,Noun,,
43,A2,5,berufe,sub,Handwerkerin,die,-nen,Noun,,
44,A2,5,berufe,main,Hausmann,der,¨-er,Noun,,
45,A2,5,berufe,sub,Hausfrau,die,-en,Noun,,
46,A2,5,berufe,main,Journalist,der,-en,Noun,,
47,A2,5,berufe,sub,Journalistin,die,-nen,Noun,,
48,A2,5,berufe,main,Kaufmann,der,Kaufleute,Noun,,
49,A2,5,berufe,sub,Kauffrau,die,-en,Noun,,
50,A2,5,berufe,main,Kellner,der,-,Noun,,
51,A2,5,berufe,sub,Kellnerin,die,-nen,Noun,,
52,A2,5,berufe,main,Koch,der,¨-e,Noun,,
53,A2,5,berufe,sub,Köchin,die,-nen,Noun,,
54,A2,5,berufe,main,Krankenpfleger,der,-,Noun,,
55,A2,5,berufe,sub,Krankenschwester,die,-n,Noun,,
56,A2,5,berufe,main,Künstler,der,-,Noun,,
57,A2,5,berufe,sub,Künstlerin,die,-nen,Noun,,
58,A2,5,berufe,main,Lehrer,der,-,Noun,,
59,A2,5,berufe,sub,Lehrerin,die,-nen,Noun,,
60,A2,5,berufe,main,Mechaniker,der,-,Noun,,
61,A2,5,berufe,sub,Mechanikerin,die,-nen,Noun,,
62,A2,5,berufe,main,Model,das,-s,Noun,,
63,A2,5,berufe,main,Musiker,der,-,Noun,,
64,A2,5,berufe,sub,Musikerin,die,-nen,Noun,,
65,A2,5,berufe,main,Polizist,der,-en,Noun,,
66,A2,5,berufe,sub,Polizistin,die,-nen,Noun,,
67,A2,5,berufe,main,Rentner,der,-,Noun,,
68,A2,5,berufe,sub,Rentnerin,die,-nen,Noun,,
69,A2,5,berufe,main,Sänger,der,-,Noun,,
70,A2,5,berufe,sub,Sängerin,die,-nen,Noun,,
71,A2,5,berufe,main,Schauspieler,der,-,Noun,,
72,A2,5,berufe,sub,Schauspielerin,die,-nen,Noun,,
73,A2,5,berufe,main,Techniker,der,-,Noun,,
74,A2,5,berufe,sub,Technikerin,die,-nen,Noun,,
75,A2,5,berufe,main,Verkäufer,der,-,Noun,,
76,A2,5,berufe,sub,Verkäuferin,die,-nen,Noun,,
77,A2,5,familienmitglieder,section_title,Familienmitglied,das,-er,Noun,,
78,A2,5,familienmitglieder,main,Bruder,der,¨-,Noun,,
79,A2,5,familienmitglieder,main,Cousin,der,-s,Noun,,
80,A2,5,familienmitglieder,main,Cousine,die,-n,Noun,,
81,A2,5,familienmitglieder,main,Eltern,die,,Noun,,
82,A2,5,familienmitglieder,main,Enkel,der,-,Noun,,
83,A2,5,familienmitglieder,sub,Enkelin,die,-nen,Noun,,
84,A2,5,familienmitglieder,main,Geschwister,die,,Noun,,
85,A2,5,familienmitglieder,main,Großeltern,die,,Noun,,
86,A2,5,familienmitglieder,main,Großmutter,die,¨-,Noun,,
87,A2,5,familienmitglieder,sub,Oma,die,-s,Noun,,
88,A2,5,familienmitglieder,main,Großvater,der,¨-,Noun,,
89,A2,5,familienmitglieder,sub,Opa,der,-s,Noun,,
90,A2,5,familienmitglieder,main,Kind,das,-er,Noun,,
91,A2,5,familienmitglieder,main,Mutter,die,¨-,Noun,,
92,A2,5,familienmitglieder,sub,Mama,die,-s,Noun,,
93,A2,5,familienmitglieder,main,Onkel,der,-,Noun,,
94,A2,5,familienmitglieder,main,Schwester,die,-n,Noun,,
95,A2,5,familienmitglieder,main,Sohn,der,¨-e,Noun,,
96,A2,5,familienmitglieder,main,Tante,die,-n,Noun,,
97,A2,5,familienmitglieder,main,Tochter,die,¨-,Noun,,
98,A2,5,familienmitglieder,main,Vater,der,¨-,Noun,,
99,A2,5,familienmitglieder,sub,Papa,der,-s,Noun,,
100,A2,5,familienmitglieder,main,Verwandte,der/die,-n,Noun,,
101,A2,5,familienstand,section_title,Familienstand,der,,Noun,,
102,A2,5,familienstand,main,ledig,,,Adjective,,
103,A2,5,familienstand,main,verheiratet,,,Adjective,,
104,A2,5,familienstand,main,getrennt,,,Adjective,,
105,A2,5,familienstand,main,geschieden,,,Adjective,,
106,A2,5,farben,section_title,Farbe,die,-n,Noun,,
107,A2,5,farben,main,blau,,,Adjective,,
108,A2,5,farben,main,braun,,,Adjective,,
109,A2,5,farben,main,gelb,,,Adjective,,
110,A2,5,farben,main,grau,,,Adjective,,
111,A2,5,farben,main,grün,,,Adjective,,
112,A2,5,farben,main,lila,,,Adjective,,
113,A2,5,farben,main,orange,,,Adjective,,
114,A2,5,farben,main,rosa,,,Adjective,,
115,A2,5,farben,main,rot,,,Adjective,,
116,A2,5,farben,main,schwarz,,,Adjective,,
117,A2,5,farben,main,weiß,,,Adjective,,
118,A2,5,himmelsrichtungen,section_title,Himmelsrichtung,die,-en,Noun,,
119,A2,5,himmelsrichtungen,main,Norden,der,,Noun,,
120,A2,5,himmelsrichtungen,main,Süden,der,,Noun,,
121,A2,5,himmelsrichtungen,main,Osten,der,,Noun,,
122,A2,5,himmelsrichtungen,main,Westen,der,,Noun,,
123,A2,6,laender,section_title,Land,das,¨-er,Noun,,
124,A2,6,laender,section_title,Nationalität,die,-en,Noun,,
125,A2,6,laender,main,Deutschland,,,Noun,,
126,A2,6,laender,sub,Deutsche,der/die,-n,Noun,,
127,A2,6,laender,sub,deutsch,,,Adjective,,
128,A2,6,laender,main,Österreich,,,Noun,,
129,A2,6,laender,sub,Österreicher,der,-,Noun,,
130,A2,6,laender,sub,Österreicherin,die,-nen,Noun,,
131,A2,6,laender,sub,österreichisch,,,Adjective,,
